objectid,cip_id,title,start_cnst,cncl_dist,cip_stat,comp_area,ext_phone,asset_type,desc_text,hyperlink,shape_Length
702,B25058,AC Overlay Group 2523,2/25/2026 0:00:00,"9, 4",Design,"MID-CITY:EASTERN AREA, MID-CITY:CITY HEIGHTS, ENCANTO NEIGHBORHOODS, MID-CITY:KENSINGTON-TALMADGE, MID-CITY:NORMAL HEIGHTS, COLLEGE AREA, SOUTHEASTERN SAN DIEGO",6195334207,Trans - Roadway,This project consists of AC overlay of 5.55 repair mi and associated work.,https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B25058,20855.347349129991926
703,B25051,AC Overlay Group 2513,10/29/2025 0:00:00,5,Bid / Award,RANCHO BERNARDO,6195334207,Trans - Roadway,This project consists of AC overlay of 4.67 repair mi and associated work.,https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B25051,17422.121210412678920
704,B25053,AC Overlay Group 2515,6/17/2026 0:00:00,6,Design,MIRA MESA,6195334207,Trans - Roadway,This project consists of AC overlay of 6.20 repair mi and associated work.,https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B25053,25919.812134745687217
705,B25054,AC Overlay Group 2516,12/19/2025 0:00:00,"1, 6",Design,"LA JOLLA, PACIFIC BEACH, UNIVERSITY, MISSION BEACH, MIRA MESA",6195334207,Trans - Roadway,This project consists of AC overlay of 5.85 repair mi and associated work.,https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B25054,24397.856783361909038
706,B25055,AC Overlay Group 2517,12/24/2025 0:00:00,"6, 7",Design,"KEARNY MESA, SERRA MESA, NAVAJO",6195334207,Trans - Roadway,This project consists of AC overlay of 6.47 repair mi and associated work.,https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B25055,23385.979584832813998
707,B25059,AC Overlay Group 2524,2/26/2026 0:00:00,4,Design,"ENCANTO NEIGHBORHOODS, SKYLINE-PARADISE HILLS",6195334207,Trans - Roadway,This project consists of AC overlay of 5.00 repair mi and associated work.,https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B25059,25237.801223076006863
708,B25019,AC Overlay Group 2519 UUP,3/13/2025 0:00:00,"1, 9",Construction,"LA JOLLA, MID-CITY:EASTERN AREA",6195334207,Trans - Roadway,Delta Fund for B-18151 and B-18155,https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B25019,11798.274718962706174
709,B18022,AC Water & Sewer Group 1033 (S),6/5/2026 0:00:00,3,Design,DOWNTOWN,6195334207,Wastewater - Collection Sys - Main,"Replacement of approximately 4.03 miles of existing water and 2.44 miles of existing sewer mains.  The project is located in Council District 3,  Downtown, Midway - Pacific Highway and Uptown Communities.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B18022,8334.710267851383833
710,B25014,AC Water & Sewer Group 1033 North (W),2/4/2026 0:00:00,"2, 3",Design,"DOWNTOWN, MIDWAY-PACIFIC HIGHWAY, UPTOWN",6195334207,Water - Distribution Sys - Distribution,"Proposed water main replacement of 7,965 ft, including PRS replacement.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B25014,8617.909213015720525
711,B25015,AC Water & Sewer Group 1033 West (W),10/12/2026 0:00:00,3,Design,DOWNTOWN,6195334207,Water - Distribution Sys - Distribution,"Proposed water main replacement of 10,922 ft, including trenchless installations.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B25015,9057.259179858092466
712,B25016,AC Water & Sewer Group 1033 West (S),10/12/2026 0:00:00,3,Design,DOWNTOWN,6195334207,Wastewater - Collection Sys - Main,"Proposed sewer main replacement of 3,283 ft.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B25016,5301.185012247018676
713,L24004.1,Kearny Mesa Trunk Sewer Phase 1,11/20/2026 0:00:00,"6, 3, 7",Design,"MILITARY FACILITIES, KEARNY MESA, MISSION VALLEY, SERRA MESA",6195334207,Wastewater - Collection Sys - Trunk Swr,"The project scope includes, but is not limited to, the rehabilitation of approximately 14,247 LF (2.7 miles) of 33-, 30-, 27-, 18-, 15-, and 12-inch VC Trunk Sewer. Additional scope includes point repairs, sewer lateral (rehab and/or replacement), sewer manholes (rehab, repair, and/or replacement), cleanouts and other appurtenances. The project will also include the following improvements: curb ramps, slurry and street resurfacing, traffic control, etc.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=L24004.1,51344.677451677969657
714,B25024,Pump Station B SD Rehab Emergency,7/22/2024 0:00:00,2,Post Construction,MIDWAY-PACIFIC HIGHWAY,6195334207,Drainage - Storm Drain Pipes,Repairs will include repairs to existing 12-in RCP storm drain pipe.,https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B25024,531.811689725072938
715,B25027,3635 7th Ave SD Emergency,5/30/2024 0:00:00,3,Construction,UPTOWN,6195334207,Drainage - Storm Drain Pipes,"Repairs will include but are not limited to installation of temporary storm drain bypass during rain events, replacement of the existing failed 18-inch diameter corrugated metal pipe (CMP) storm drain with new 18-inch diameter reinforced concrete pipe (RCP). Following completion of work, all areas impacted by the emergency will be restored to their pre-impact condition, including revegetation and erosion control of the excavated area.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B25027,708.777964378535671
716,B25005,AC Overlay Group 2505,1/29/2027 0:00:00,8,Bid / Award,"OTAY MESA-NESTOR, SAN YSIDRO, OTAY MESA",6195334207,Trans - Roadway,"Work will involve furnishing all labor, materials, equipment, services, quality assurance and construction including but not limited to grinding, cold milling, hauling and disposal of existing asphalt, concrete and installment of new pavement and excavation for pavement base repairs.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B25005,13902.346009003575091
717,B25006,AC Overlay Group 2506,1/29/2027 0:00:00,3,Bid / Award,"DOWNTOWN, GREATER GOLDEN HILL",6195334207,Trans - Roadway,"Work will involve furnishing all labor, materials, equipment, services, quality assurance and construction including but not limited to grinding, cold milling, hauling and disposal of existing asphalt, concrete and installment of new pavement and excavation for pavement base repairs.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B25006,10548.047420031925867
718,B25007,AC Overlay Group 2507,8/27/2025 0:00:00,"8, 3",Bid / Award,"NORTH PARK, UPTOWN, SOUTHEASTERN SAN DIEGO",6195334207,Trans - Roadway,"Work will involve furnishing all labor, materials, equipment, services, quality assurance and construction including but not limited to grinding, cold milling, hauling and disposal of existing asphalt, concrete and installment of new pavement and excavation for pavement base repairs.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B25007,15203.515416496120451
719,P24000,Balboa Park International Cottages Study,,3,Planning,BALBOA PARK,6195334207,Parks - Developed Regional Park,A survey and system upgrade design to be completed of the electrical service to the older International Cottages in Balboa Park,https://cipapp.sandiego.gov/CIPDetail.aspx?ID=P24000,1759.117327645704336
720,B24101,Southcrest CP Lighting Improvements,10/19/2026 0:00:00,8,Design,SOUTHEASTERN SAN DIEGO,6195334207,Parks - Community,Upgrade and enhance security lighting to Parks and Recreation standards for all parking lot areas and walkways.,https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B24101,4212.645977537925319
721,B24053,Linda Vista Improv 1 (S),8/26/2027 0:00:00,7,Design,LINDA VISTA,6195334207,Wastewater - Collection Sys - Main,"Rehabilitation of approximately 9,420 LF (1.78 mi) of existing 8-inch vitrified clay (VC) sewer mains and rehabilitation of 36 manholes. Manhole repairs for 2 manholes.  Drop manhole repairs for 2 manholes. Completion of 8 external sewer main point repairs and 2 internal point repairs. Installation of approximately 2 new manholes and 8 new cleanouts.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B24053,9501.523171864457254
722,B23051,Alvarado WTP Chemical Piping Repl,10/22/2027 0:00:00,7,Design,NAVAJO,6195334207,Bldg - Water - Treatment Plants,Replace/repair deteriorated chemical piping system (within trench and above ground) that extends across the plant to support water treatment processes.,https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B23051,2028.357011436665971
723,B24052,Teralta West Improv 1 (S),1/14/2032 0:00:00,9,Planning,"MID-CITY:CITY HEIGHTS, MID-CITY:KENSINGTON-TALMADGE",6195334207,Wastewater - Collection Sys - Main,"Replace approximately 9,362 LF (1.77 mi) of existing 6-inch, 8-inch and 10-inch pf CP, VC and PVC mains with new appropriately sized PVC mains. Install new PVC mains approximately 125 LF (0.02 mi). Abandon approximately 125 LF (0.02 mi) of existing sewer main. Install 5 new manholes. Replumb 4 laterals.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B24052,9741.401515942488913
724,B15165,Golden Hill & South Park SD Replacement,7/1/2027 0:00:00,3,Design,GREATER GOLDEN HILL,6195334207,Drainage - Storm Drain Pipes,Replacement of approximately 625 LF of Corrugated Metal Pipes in canyons with Reinforced Concrete Pipes and energy dissipaters.,https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B15165,741.573967288605104
725,B24133,Pressure Reducing Stations Upgrades 5,10/16/2031 0:00:00,"6, 5",Planning,"SABRE SPRINGS, CARMEL MOUNTAIN RANCH, RANCHO BERNARDO, RANCHO PENASQUITOS, MIRA MESA",6195334207,Water - Distribution Sys - Transmission,"Abandonment of 4 existing PRS and replacement of 14 existing PRS. Replacement of approximately 1,406 LF (0.26 mi) of existing 8-, 12, and 16-inch asbestos cement (AC), cast iron (CI), ductile iron (DI) and copper (C) water mains with new 8-, 12- and 16-inch pipe. Installation of approximately 1,860 LF (0.35 mi) of new 8-, 12- and 16-inch pipe. Abandonment of approximately 1,194 LF (0.21 mi) of existing 2-, 4-, 6-, 8-, 10- and 12-inch asbestos cement (AC), copper (C), cast iron (CI).",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B24133,4478.640664907258724
726,B23048,Emerald Hills Improv 1(S),11/12/2032 0:00:00,4,Planning,ENCANTO NEIGHBORHOODS,6195334207,Wastewater - Collection Sys - Main,"Replacement of approximately 4,851 LF (0.92 mi) of existing 8-inch vitrified clay (VC) sewer mains with new 8-inch sewer mains. Rehab of approximately 818 LF (0.15 mi) of existing 8-inch VC sewer main, including associated sewer laterals, sewer manholes, sewer cleanouts, curb ramps and paving.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B23048,5702.432009235355508
727,B24050,Emerald Hills Improv 1 (W),11/12/2032 0:00:00,4,Planning,ENCANTO NEIGHBORHOODS,6195334207,Water - Distribution Sys - Distribution,"Replacement of approx 18,145LF (3.43 mi) of existing 4-inch, 6-inch, and 8-inch asbestos cement (AC) water mains with new 8-inch water mains. Installation of approximately 570 LF (0.10 mi) of new 8-inch water mains, including associated water services, fire hydrants, curb ramps and paving. Abandon of approximately 583 LF (0.11 mi) of existing 8-inch AC & PVC water mains. Construction of 1 new PRS, Replacement of 1 existing PRS, and Abandon & Removal of 2 existing PRS’s.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B24050,19665.831077019120130
728,B25060,Block 1M Nautilus St (BL),3/13/2025 0:00:00,1,Construction,LA JOLLA,6195334207,Trans - Bicycle Facilities (All Class.),Striping along Nautilus St as part of B18155 Block 1M,https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B25060,2479.870510954090605
729,B21098,Valencia Park Improv 5 (S),3/6/2029 0:00:00,4,Design,ENCANTO NEIGHBORHOODS,6195334207,Wastewater - Collection Sys - Main,"Sewer: This project will be replacing a 0.12 mi (633 LF), rehab 1.13 mi (5,966 LF), abandon 0.15 mi (792 LF) of 6” and 8” sewer mains, and install 0.16 mi (845 LF) of new sewer main. This project will also pave 0.23 mi (1,214 LF) of street.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B21098,12737.930521057933220
730,B24029,Hillcrest Improv 4 (S),2/27/2031 0:00:00,3,Planning,UPTOWN,6195334207,Wastewater - Collection Sys - Main,"Rehabilitate approximately 3,309 linear feet (0.63 miles) of existing 8-in vitrified clay (VC) Sewer Mains.  Rehabilitate approximately 1.385 LF (0.26 miles) of existing 10-inch vitrified clay (VC) Sewer Mains.  Replace approximately 179 LF (0.03 mi) of 8-in VC & CI Sewer Mains with 8-in PVC Sewer Main.  Install approximately 1,383 LF (0.26 miles) of new 8"" PVC Sewer Mains.  Complete 5 External Point Repairs.  Repair 29 Manholes.  Replace 6 Manholes.  Install 10 Manholes.  Install 2 Cleanouts.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B24029,4756.711988404452313
731,B24030,Hillcrest Improv 4 (W),4/24/2031 0:00:00,3,Planning,UPTOWN,6195334207,Water - Distribution Sys - Distribution,Replace approximately 270 linear feet (0.05 miles) of existing 4-in asbestos cement (AC) water mains with 8-in PVC mains.  Replace approximately 901 linear feet (0.17 miles) of existing 6-in asbestos cement (AC) water mains with 8-in PVC mains.  Replace approximately 989 linear feet (0.19 miles) of existing 8-in asbestos cement (AC) water mains with 8-in PVC mains.,https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B24030,2247.992650510369003
732,B24039,University Heights Improv 2 (S),4/2/2031 0:00:00,3,Planning,"NORTH PARK, UPTOWN",6195334207,Wastewater - Collection Sys - Main,"Install approx. 2,517 LF (0.48 miles) of 8"" PVC Sewer Mains. Replace approx. 9,352 LF (1.77 miles) of 6"", 8"", & 12"" Sewer Mains with 8"", 10"", & 12"" PVC. Realign approx. 1,380 LF (0.26 miles) of 6"" Sewer Mains with 8"" PVC. Abandon approx. 963 LF (0.18 miles) of 6"" & 8"" Sewer Mains.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B24039,14774.564892966662228
733,B24040,University Heights Improv 2 (W),4/2/2031 0:00:00,3,Planning,"NORTH PARK, UPTOWN",6195334207,Water - Distribution Sys - Distribution,"Replace approx. 15,996 LF (3.03 miles) of 4"", 6"", 8"", & 12"" Water Mains with 8"", 10"", & 12"" PVC. Realign approx. 348 LF (0.07 miles) of 8"" Water Mains with 8"" PVC.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B24040,16569.838788144050341
734,B24121,Pressure Reducing Stations Upgrades 4,9/12/2031 0:00:00,5,Planning,"RANCHO BERNARDO, SAN PASQUAL",6195334207,Water - Distribution Sys - Transmission,"Abandonment of 5 existing Pressure Reducing Stations (PRS). Replacement of 7 existing PRS. Replacement of approximately 5,865 LF (1.11 mi) of existing 6-, 8-, 10-, and 12-inch AC, CI, DI and PVC water mains with new 8-, 12-, and 16-inch pipe. Installation of approximately 1,871 LF (0.35 mi) of new 8-, 12-, and 16-inch pipe. Abandonment of approximately 2,203 LF (0.42 mi) of existing 2-, 6-, 8-, 10-, and 12-inch AC, CI, DI, C water main. Abandonment of the Bernardo Trails Pump Station.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B24121,10525.965039099128262
735,B25001,AC Overlay Group 2501,4/1/2025 0:00:00,3,Bid / Award,"NORTH PARK, GREATER GOLDEN HILL, UPTOWN, BALBOA PARK",6195334207,Trans - Roadway,AC overlay and associated work.,https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B25001,13132.079282700307886
736,B25023,Van Dyke Pl at Van Dyke Ave SD SWD,5/23/2025 0:00:00,9,Construction,MID-CITY:KENSINGTON-TALMADGE,6195334207,Drainage - Storm Drain Pipes,This project will be replacing Corrugated Metal Pipe (CMP) storm drains in poor condition. The pipes will be replaced with appropriately sized Reinforced Concrete Pipe (RCP) and appurtenances per City standards within the City ROW. The work will include resurfacing of the streets impacted from the construction work and the replacement or improvement of ADA compliant pedestrian ramps as needed. All construction will occur within the City ROW.,https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B25023,727.474966755997571
737,B23096,Fort Stockton and Allen Rd SD Improv SWD,4/1/2025 0:00:00,3,Construction,UPTOWN,6195334207,Drainage - Storm Drain Pipes,This project will be replacing Corrugated Metal Pipe (CMP) storm drains in poor condition. The pipes will be replaced with appropriately sized Reinforced Concrete Pipe (RCP) and appurtenances per City standards. The work will include pavement replacement impacted from the construction work and the replacement or improvement of ADA compliant pedestrian ramps. All construction will occur within the City ROW.,https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B23096,368.778216452920788
738,B25028,5989 San Dimas Ave USD SD Emergency,7/25/2024 0:00:00,7,Design,LINDA VISTA,6195334207,Drainage - Storm Drain Pipes,The Work consists of but is not limited to replacement of approximately  340 linear feet (LF) of 24-inch corrugated metal storm drain pipe (CMP) with 24-inch Reinforced concrete pipe (RCP). Work will also include new cleanout structure and energy dissipater. Disturbed area to be revegetated after construction. Contractor will procure consultant to provide Design and Construction Support services necessary to complete the required work for the project.,https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B25028,322.855367950402865
739,B23037,Pacific Beach Improv 2 (S),10/16/2026 0:00:00,1,Design,PACIFIC BEACH,6195334207,Wastewater - Collection Sys - Main,"This project will replace 0.23 mi of VC/CP sewer mains w/ PVC, rehab 2.13 mi of VC sewer mains, install NEW 0.11 mi of PVC main, abandon 0.11 mi of CP main, and 4 lateral replumbs.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B23037,10948.937771934010016
740,B23038,Pacific Beach Improv 2 (W),10/16/2026 0:00:00,1,Design,PACIFIC BEACH,6195334207,Water - Distribution Sys - Distribution,"This project will replace 2.90 mi of AC/CI water pipes w/ PVC, install NEW 0.22 mi of PVC water pipes, abandon 0.20 mi of AC/CI water pipes, and replumb 7 water services.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B23038,17488.539342568255961
741,B24041,Bay Terraces Improv 2 (S),6/8/2032 0:00:00,4,Planning,SKYLINE-PARADISE HILLS,6195334207,Wastewater - Collection Sys - Main,"Replace and realign existing sewer including 8,335 LF via open trench and 809 LF via trenchless , rehab 1,325 LF of existing sewer, install 6 new manholes and 8 new cleanouts, and abandon 1,314 LF existing sewer.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B24041,11896.157941750059763
742,B24042,Bay Terraces Improv 2 (W),7/24/2029 0:00:00,4,Planning,SKYLINE-PARADISE HILLS,6195334207,Water - Distribution Sys - Distribution,"Replace 3,929 LF of existing water, install 553 LF of new water, replace 1 PRS and 1 close valve, relocate 1 PRS and install 3 new close valves, abandon 769 LF existing water and 1 PRS.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B24042,5294.337865565063112
743,B24106,Villa La Jolla Drainage System Emergency,5/15/2024 0:00:00,1,Design,UNIVERSITY,6195334207,Drainage - Storm Drain Pipes,Work consists of but is not limited to installation of a new cleanout structure for an existing 144-inch corrugated metal pipe (CMP) storm drain. Work will also include lining the 144-inch CMP with reinforced concrete for 500 LF upstream and 500 LF downstream of the new structure.,https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B24106,801.026750220923759
744,B25026,Pacific Highway 8-in Swr Repl Emergency,7/11/2024 0:00:00,2,Construction,MIDWAY-PACIFIC HIGHWAY,6195334207,Wastewater - Collection Sys - Main,Emergency replacement of a failed  8-inch  Cast Iron (CI) pipe  approximately 317 -LF in length,https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B25026,218.298000268256743
745,B24139,535 University Place SD Emergency,4/2/2024 0:00:00,3,Construction,UPTOWN,6195334207,Drainage - Storm Drain Pipes,Emergency Storm repair of approximately 135-LF of 12-inch Corrugated Metal Pipe (CMP),https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B24139,143.499607481347255
746,B24131,8097 Hemingway Ave SD Emergency,2/9/2024 0:00:00,7,Construction,NAVAJO,6195334207,Drainage - Storm Drain Pipes,Emergency Storm repair of approximately 328-LF of 18-inch Corrugated Metal Pipe (CMP),https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B24131,439.400969403651288
747,B24140,2681 Palace Drive SD Emergency,4/23/2024 0:00:00,7,Construction,"KEARNY MESA, SERRA MESA",6195334207,Drainage - Storm Drain Pipes,Emergency storm drain repair  of approximately 235-LF of 18-inch Corrugated Metal Pipe (CMP),https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B24140,345.288344377639135
748,B24031,Midtown Improv 1 (S),10/5/2028 0:00:00,"2, 3",Planning,"MIDWAY-PACIFIC HIGHWAY, UPTOWN",6195334207,Wastewater - Collection Sys - Main,"Replacement of 1,904 LF (0.36 mi) of sewer mains. Rehabilitation of 3,705 LF (0.70 mi) of sewer mains. Installation of 707 LF (0.13 mi) of new sewer mains. Abandonment of 654 LF (0.12 mi) of sewer mains.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B24031,6953.964533791032409
749,B24032,Midtown Improv 1 (W),10/5/2028 0:00:00,"2, 3",Planning,"RESERVE AREA-Not a community plan, RESERVE AREA-Not a community plan, MIDWAY-PACIFIC HIGHWAY, RESERVE AREA-Not a community plan, RESERVE AREA-Not a community plan, UPTOWN, RESERVE AREA-Not a community plan",6195334207,Water - Distribution Sys - Distribution,"Replace 7,662 LF (1.45 mi) AC of water mains. Install 365 LF (0.07mi) of new water mains. Abandon 923 (0.17 mi) of CI, AC and PVC water mains.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B24032,8785.009787078817681
750,B16174,Kensington North Storm Drain Replacement,7/12/2029 0:00:00,9,Design,MID-CITY:KENSINGTON-TALMADGE,6195334207,Drainage - Storm Drain Pipes,"Project includes abandonment in place, realignment and replacement of existing corrugated metal pipe (CMP) storm drains with new reinforced concrete pipe (RCP) storm drains located within the City right-of-way (ROW) and City utility easements. The storm drains will be extended into a well-defined drainage channel where necessary. Additional easements will be acquired where necessary for the completion of this project. Location: Kensington- Talmadge community and the CD 9 - council district.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B16174,3023.577681372936240
751,B22122,5861 College Ave SD Repl SWD,9/26/2023 0:00:00,7,Construction,NAVAJO,6195334207,Drainage - Storm Drain Pipes,The remaining work on this project is pavement resurfacing of areas impacted from the construction work. Completed work by City Forces includes replacing Corrugated Metal Pipe (CMP) storm drains with appropriately sized Reinforced Concrete Pipe (RCP) and appurtenances per City standards.,https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B22122,127.672632480323728
752,B24078,North City Pure Water Pipeline (P),7/26/2021 0:00:00,"6, 5",Construction,"MILITARY FACILITIES, SCRIPPS MIRAMAR RANCH, UNIVERSITY, MIRA MESA",6195334207,Trans - Roadway,"Roadway resurfacing and associated concrete work, including curb ramp, curb & gutter, cross-gutter, alley aprons.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B24078,39651.865830748254666
753,B25011,Accelerated Sewer Referral Group 851 (P),8/14/2023 0:00:00,"2, 1, 8, 3, 9, 5",Construction,"NORTH PARK, OTAY MESA-NESTOR, LA JOLLA, CLAIREMONT MESA, MID-CITY:CITY HEIGHTS, RANCHO BERNARDO",6195334207,Trans - Roadway,Asphalt concrete overlay resurfacing,https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B25011,5641.667779144973792
754,B24063,AC Water & Sewer Group 1053 (P),7/23/2020 0:00:00,"8, 4",Construction,SOUTHEASTERN SAN DIEGO,6195334207,Trans - Roadway,"Asphalt Overlay, base repair and associated concrete work, including curb ramps, curb & gutter, cross-gutter, etc. for AC. Water & Sewer Group 1053.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B24063,5376.295239603937262
755,B25013,Clairemont Mesa East Improv 2 (P),8/28/2023 0:00:00,2,Construction,CLAIREMONT MESA,6195334207,Trans - Roadway,"The project will resurfaced; Mt Durban Dr, Mt Everest Bl, Mt Gaywas Dr, Mt Foraker Av, Mt La Platta Dr, Mt La Platta Pl, Chateau Dr, Boxwood Dr, Mt Cervin Dr, Diane Ave, Clairemont Mesa Bl, Genesse Av and Lithrop Pl. The scope of work will consist of 2-inch full width grinding and 2-inch AC overlay, with base repair dig-outs as-needed throughout the project.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B25013,9237.207852194076622
756,B21125,Sewer Pump Station 11 Repair,4/10/2028 0:00:00,2,Design,MISSION BAY PARK,6195334207,Bldg - MWWD - Pump Stations,"Replace the generator, pump station exhaust vents & air piping all the way to the exterior face of the pump station and install two new isolation valves. Rehabilitate the existing wet well of the pump station and waterproofing the exterior face of the pump station including all the new raisers and concrete pads.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B21125,218.552309794020630
757,B25041,La Jolla Improv 8 (W),10/21/2030 0:00:00,1,Planning,LA JOLLA,6195334207,Water - Distribution Sys - Distribution,"This project will replace 2.36 mi of 6”, 8”, and 12” AC water mains with 8” PVC mains, abandon 0.01 mi of 6” AC water main, and replace one Pressure Reducing Station (PRS).",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B25041,12598.833084073477949
758,B25071,Redwood Village Standpipe Repl (P),8/19/2024 0:00:00,9,Construction,MID-CITY:EASTERN AREA,6195334207,Trans - Roadway,Asphalt concrete overlay resurfacing for Redwood Village Main Standpipe Replacement project.,https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B25071,486.667701336568825
759,B25045,6790 Friars Rd SD Emergency,7/30/2024 0:00:00,7,Design,LINDA VISTA,6195334207,Drainage - Storm Drain Pipes,"Work consists of replace in place approximatly 50 feet of CMP with an 30-inch RCP storm drain, 195 feet of RCP with an 30-inch RCP storm drain, replace brow ditch, and appurtenances (cleanouts, cutoff walls, inlet, etc.).",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B25045,231.766273307085925
760,B24070,Valencia Park Improv 6 (S),5/9/2031 0:00:00,4,Planning,ENCANTO NEIGHBORHOODS,6195334207,Wastewater - Collection Sys - Main,"This project will install 0.10 mi, replace 1.35 mi, rehab and point repair 0.39 mi, abandon 0.21 mi. VC, & PVC sewer mains including associated laterals, manholes, cleanouts, and other appurtenances.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B24070,15567.616651333890331
761,B24071,Valencia Park Improv 6 (W),5/9/2031 0:00:00,4,Planning,ENCANTO NEIGHBORHOODS,6195334207,Water - Distribution Sys - Distribution,"This project will replace 1.12 mi of 4”, 6”, & 8” AC water pipes.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B24071,5923.967160484734450
762,B25067,AC Overlay Group 2511A,10/27/2025 0:00:00,5,Bid / Award,RANCHO BERNARDO,6195334207,Trans - Roadway,"Work will involve furnishing all labor, materials, equipment, services, quality assurance and construction including but not limited to grinding, cold milling, hauling and disposal of existing asphalt, concrete and installment of new pavement and excavation for pavement base repairs.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B25067,2563.908274576071108
763,B25043,Clairemont Mesa East Improv 7 (S),5/7/2030 0:00:00,2,Planning,CLAIREMONT MESA,6195334207,Wastewater - Collection Sys - Main,"The proposed scope of work consists of trenchless rehabilitation of approximately 13,215 LF existing sewer mains. The project will include 6-point repairs and installation of 17 cleanouts.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B25043,13241.238494045042899
764,B25044,1655 S 32nd St SD Emergency,9/19/2024 0:00:00,8,Construction,BARRIO LOGAN,6195334207,Drainage - Storm Drain Pipes,"Work consists of replace in place approximatly 60 feet of CMP with an 36-inch RCP storm drain and appurtenances (cleanouts, headwall, etc.).",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B25044,104.141761654729379
765,B24021,Hawthorn St and 3rd Ave SD SWD,10/29/2026 0:00:00,3,Design,UPTOWN,6195334207,Drainage - Storm Drain Pipes,This project will be replacing Corrugated Metal Pipe (CMP) storm drains in poor condition at the intersection of Hawthorn Street and 3rd Avenue and the adjacent residential neighborhood. The pipes will be replaced and realigned with appropriately sized Reinforced Concrete Pipe (RCP) and appurtenances per City standards. The work will include pavement replacement impacted from the construction work and the replacement or improvement of ADA compliant pedestrian ramps. All construction will occur w,https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B24021,286.594301013427810
766,B25068,AC Overlay Group 2511B,10/27/2025 0:00:00,5,Bid / Award,RANCHO BERNARDO,6195334207,Trans - Roadway,"Work will involve furnishing all labor, materials, equipment, services, quality assurance and construction including but not limited to grinding, cold milling, hauling and disposal of existing asphalt, concrete and installment of new pavement and excavation for pavement base repairs.",https://cipapp.sandiego.gov/CIPDetail.aspx?ID=B25068,2093.983001597370730
